sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:9:34:17:105920,-38.24,2.19,-117.81,0.04,-0.59,0.75,0.96,0.97
6:9:34:17:106001,-38.36,1.8,-117.6,0.07,-0.61,0.76,0.98,0.96
6:9:34:17:106112,-38.32,2.21,-117.57,0.04,-0.59,0.77,0.97,0.98
6:9:34:17:106207,-38.24,2.46,-117.77,0.01,-0.63,0.77,0.99,0.98
6:9:34:17:106319,-38.62,1.52,-117.88,0.01,-0.59,0.78,0.98,0.99
6:9:34:17:106415,-38.72,1.41,-117.4,0.03,-0.58,0.75,0.94,0.97
6:9:34:17:106511,-38.74,1.6,-117.37,0.03,-0.62,0.75,0.98,0.96
6:9:34:18:106915,-39.23,0.38,-116.45,0.06,-0.61,0.75,0.97,0.97
6:9:34:18:107026,-38.91,0.46,-115.99,0.05,-0.58,0.73,0.94,0.96
6:9:34:18:107139,-38.04,0.87,-115.99,0.02,-0.59,0.75,0.96,0.94
6:9:34:18:107203,-37.44,1.97,-116.0,0.05,-0.62,0.77,0.99,0.97
6:9:34:18:107315,-37.32,3.2,-116.25,0.05,-0.62,0.83,1.04,1.0
6:9:34:18:107412,-38.22,3.35,-116.04,0.04,-0.62,0.8,1.01,1.03
6:9:34:19:107522,-38.21,3.07,-114.47,0.15,-0.61,0.81,1.02,1.02
6:9:34:19:108017,-37.15,1.8,-110.86,0.04,-0.58,0.76,0.96,1.0
6:9:34:19:108114,-36.68,1.45,-110.87,0.04,-0.57,0.76,0.95,0.96
6:9:34:19:108209,-36.43,1.58,-111.5,0.04,-0.58,0.76,0.96,0.95
6:9:34:19:108322,-36.48,2.27,-112.34,0.07,-0.57,0.79,0.97,0.97
6:9:34:19:108400,-36.35,2.8,-113.65,0.01,-0.58,0.79,0.99,0.98
6:9:34:19:108512,-36.38,3.1,-114.1,0.07,-0.57,0.77,0.96,0.98
6:9:34:20:109004,-38.01,3.4,-112.76,0.02,-0.63,0.74,0.97,0.97
6:9:34:20:109100,-38.54,3.04,-112.09,0.08,-0.63,0.75,0.98,0.98
6:9:34:20:109195,-39.52,2.72,-112.3,0.08,-0.61,0.74,0.96,0.98
6:9:34:20:109306,-40.2,2.36,-112.94,0.08,-0.57,0.75,0.95,0.96
6:9:34:20:109418,-39.66,2.51,-113.33,0.04,-0.6,0.76,0.97,0.96
6:9:34:21:109515,-38.24,2.67,-113.17,0.06,-0.6,0.76,0.97,0.97
6:9:34:21:109916,-38.24,3.12,-112.81,0.06,-0.58,0.76,0.96,0.97
6:9:34:21:110011,-38.51,3.0,-112.65,0.07,-0.59,0.78,0.98,0.97
6:9:34:21:110125,-38.18,3.05,-112.6,0.04,-0.57,0.76,0.95,0.97
6:9:34:21:110220,-37.41,3.03,-112.25,0.05,-0.6,0.76,0.97,0.96
6:9:34:21:110300,-36.33,3.42,-112.19,0.05,-0.56,0.78,0.96,0.97
6:9:34:21:110396,-34.59,3.64,-112.14,0.07,-0.54,0.79,0.96,0.96
6:9:34:21:110492,-32.75,4.26,-111.78,0.1,-0.54,0.81,0.98,0.97
6:9:34:22:110911,-25.33,2.39,-109.58,0.02,-0.43,0.91,1.01,0.99
6:9:34:22:111007,-23.56,0.94,-109.41,0.03,-0.36,0.92,0.99,1.0
6:9:34:22:111120,-21.14,0.46,-108.87,-0.01,-0.35,0.9,0.97,0.98
6:9:34:22:111199,-17.86,0.43,-107.46,0.04,-0.36,0.94,1.01,0.98
6:9:34:22:111295,-14.64,0.21,-106.78,-0.0,-0.26,0.91,0.95,0.99
6:9:34:22:111455,-11.33,-0.19,-106.2,0.06,-0.19,0.96,0.98,0.96
6:9:34:22:111502,-7.81,0.1,-105.63,0.05,-0.14,0.9,0.91,0.96
6:9:34:23:111928,-0.62,-1.28,-109.34,0.03,-0.01,0.95,0.95,0.92
6:9:34:23:112010,-0.89,-2.07,-110.73,-0.05,-0.01,0.97,0.97,0.96
6:9:34:23:112106,-0.79,-2.43,-111.47,-0.06,0.03,0.95,0.95,0.96
6:9:34:23:112231,-0.23,-2.59,-111.89,-0.06,-0.0,0.93,0.93,0.94
6:9:34:23:112297,0.36,-2.41,-112.17,-0.01,-0.0,0.94,0.94,0.94
6:9:34:23:112393,0.5,-1.91,-112.38,-0.0,0.01,0.93,0.93,0.94
6:9:34:23:112503,0.04,-1.48,-112.77,-0.01,-0.0,0.96,0.96,0.94
6:9:34:24:112914,-4.25,-0.58,-113.86,-0.03,-0.03,1.0,1.0,0.98
6:9:34:24:112996,-4.32,-0.4,-113.64,0.01,-0.06,1.02,1.02,1.01
6:9:34:24:113123,-4.54,-0.1,-113.72,0.0,-0.07,0.98,0.99,1.01
6:9:34:24:113200,-4.77,-0.11,-113.98,-0.03,-0.07,0.97,0.97,0.98
6:9:34:24:113298,-4.98,-0.27,-114.11,0.01,-0.02,1.0,1.0,0.98
6:9:34:24:113411,-5.37,0.01,-114.1,0.0,-0.07,0.97,0.97,0.99
6:9:34:24:113491,-5.66,-0.11,-114.08,0.01,-0.11,0.99,1.0,0.98
6:9:34:25:113926,-1.85,-0.01,-113.6,0.01,-0.05,1.0,1.0,1.0
6:9:34:25:114009,-1.53,-0.18,-113.83,0.01,-0.06,0.98,0.99,1.0
6:9:34:25:114104,-2.22,-0.56,-114.28,-0.06,-0.03,1.0,1.01,0.99
6:9:34:25:114216,-2.06,-1.19,-114.37,0.01,-0.01,1.01,1.01,1.01
6:9:34:25:114312,-1.15,-1.02,-114.44,0.01,-0.04,1.0,1.01,1.01
6:9:34:25:114408,-0.22,-0.74,-114.45,0.0,-0.13,0.94,0.95,0.99
6:9:34:26:114517,0.11,-0.56,-114.44,-0.08,0.03,0.94,0.94,0.95
6:9:34:26:114913,1.38,-0.47,-114.47,-0.02,0.05,1.2,1.2,1.03
6:9:34:26:115025,1.75,-0.28,-114.42,-0.05,0.07,1.1,1.11,1.17
6:9:34:26:115120,2.26,-0.36,-114.41,-0.01,0.06,0.99,1.0,1.07
6:9:34:26:115215,2.65,-0.79,-114.46,-0.02,-0.05,0.84,0.84,0.94
6:9:34:26:115311,3.46,-0.59,-114.65,0.03,0.04,0.99,0.99,0.89
6:9:34:26:115423,4.5,0.03,-114.77,0.05,0.03,1.07,1.07,1.02
6:9:34:26:115502,5.27,0.79,-115.03,0.0,0.05,1.0,1.01,1.05
6:9:34:27:115941,4.64,0.24,-115.64,0.01,0.11,1.05,1.06,1.02
6:9:34:27:116021,4.94,-0.04,-115.5,-0.03,0.03,0.98,0.98,1.03
6:9:34:27:116101,5.17,-0.88,-115.58,-0.15,0.17,0.95,0.97,0.98
6:9:34:27:116214,4.64,-2.19,-116.55,-0.05,0.02,0.93,0.94,0.96
6:9:34:27:116295,3.98,-3.27,-117.78,-0.01,0.16,1.23,1.24,1.04
6:9:34:27:116407,3.54,-4.11,-118.97,-0.05,0.03,1.07,1.07,1.18
6:9:34:28:116517,3.26,-4.75,-119.88,-0.11,0.2,1.2,1.22,1.12
6:9:34:28:116915,3.3,-6.13,-120.58,-0.01,0.12,1.32,1.32,1.25
6:9:34:28:117028,3.58,-5.98,-120.32,-0.05,0.03,1.21,1.21,1.29
6:9:34:28:117108,3.77,-5.8,-119.96,-0.11,0.19,1.28,1.3,1.24
6:9:34:28:117217,4.15,-5.87,-119.73,-0.04,0.14,1.31,1.32,1.3
6:9:34:28:117314,4.67,-5.86,-119.69,-0.09,0.03,1.13,1.14,1.26
6:9:34:28:117394,5.24,-5.64,-119.66,-0.18,0.1,1.2,1.22,1.17
6:9:34:29:117522,5.47,-5.58,-119.84,-0.08,0.17,1.28,1.29,1.24
6:9:34:29:117934,4.09,-5.25,-120.27,-0.05,0.09,1.12,1.12,1.23
6:9:34:29:117995,3.63,-5.12,-120.07,-0.24,0.27,1.16,1.22,1.15
6:9:34:29:118123,3.53,-5.14,-119.87,-0.01,0.03,1.08,1.08,1.17
6:9:34:29:118201,3.48,-5.25,-119.86,-0.08,0.05,1.1,1.1,1.09
6:9:34:29:118298,3.12,-5.19,-119.58,-0.13,0.19,1.17,1.19,1.13
6:9:34:29:118394,2.78,-5.12,-119.19,0.08,-0.03,1.05,1.05,1.14
6:9:34:29:118507,2.84,-4.91,-118.92,-0.16,0.18,1.09,1.12,1.07
6:9:34:30:118939,3.35,-4.85,-118.6,0.03,-0.04,0.96,0.97,1.07
6:9:34:30:119018,3.03,-4.84,-118.75,-0.03,0.1,1.08,1.08,1.01
6:9:34:30:119114,2.82,-4.74,-118.68,-0.18,0.22,1.03,1.07,1.08
6:9:34:30:119225,2.77,-4.78,-118.67,0.03,0.0,0.98,0.99,1.04
6:9:34:30:119306,2.62,-5.18,-118.78,-0.09,0.03,1.02,1.02,1.0
6:9:34:30:119417,2.75,-5.07,-118.78,-0.07,0.03,0.94,0.94,0.99
6:9:34:30:119497,3.01,-4.59,-119.07,0.03,0.04,0.94,0.95,0.94
6:9:34:31:119915,4.18,-2.77,-119.57,-0.2,0.06,0.86,0.89,0.93
6:9:34:31:120011,3.97,-3.02,-119.46,-0.04,0.08,1.0,1.0,0.93
6:9:34:31:120106,3.6,-4.0,-119.46,-0.08,0.05,1.03,1.03,1.01
6:9:34:31:120218,3.06,-4.56,-119.26,-0.12,0.04,0.85,0.86,0.97
6:9:34:31:120299,2.78,-4.96,-119.09,0.0,0.12,1.0,1.01,0.91
6:9:34:31:120395,2.83,-4.86,-119.14,-0.1,0.1,1.05,1.06,1.03
6:9:34:31:120507,2.97,-4.73,-119.05,-0.15,0.09,1.02,1.04,1.05
6:9:34:32:120926,3.13,-4.75,-119.34,-0.07,0.14,1.14,1.15,1.08
6:9:34:32:121045,3.18,-4.53,-119.13,-0.23,0.16,1.0,1.04,1.11
6:9:34:32:121093,3.11,-5.08,-119.04,0.03,-0.07,0.99,0.99,1.02
6:9:34:32:121189,2.99,-5.57,-119.14,-0.13,-0.04,0.89,0.9,0.96
6:9:34:32:121300,2.81,-5.82,-119.04,-0.08,0.14,1.05,1.07,0.95
6:9:34:32:121413,2.37,-6.18,-119.09,0.01,0.07,1.04,1.04,1.06
6:9:34:32:121510,1.94,-6.29,-119.18,-0.24,0.21,0.93,0.99,1.02
6:9:34:33:121936,4.1,-5.6,-118.77,-0.02,-0.03,0.91,0.91,0.96
6:9:34:33:121994,4.66,-5.59,-118.79,-0.17,-0.01,0.95,0.96,0.93
6:9:34:33:122090,4.87,-5.85,-118.66,-0.17,0.06,0.9,0.92,0.95
6:9:34:33:122219,4.92,-6.49,-118.82,-0.05,0.1,1.09,1.1,0.98
6:9:34:33:122300,4.96,-6.91,-118.89,-0.17,0.13,1.03,1.05,1.08
6:9:34:33:122412,4.85,-7.14,-118.89,-0.09,0.14,1.0,1.01,1.04
6:9:34:34:122524,4.64,-7.42,-119.13,-0.08,0.09,0.95,0.95,0.99
6:9:34:34:123004,4.32,-7.17,-119.45,-0.02,0.07,0.99,0.99,0.97
6:9:34:34:123100,4.33,-7.05,-119.57,-0.22,0.21,0.98,1.02,1.0
6:9:34:34:123213,4.35,-6.68,-119.52,-0.1,0.09,0.9,0.91,0.99
6:9:34:34:123308,4.54,-6.51,-119.69,-0.1,-0.06,0.85,0.86,0.9
6:9:34:34:123419,4.54,-6.29,-119.69,-0.18,0.13,1.05,1.07,0.93
6:9:34:35:123516,4.24,-6.44,-119.7,0.0,0.07,1.11,1.11,1.09
6:9:34:35:123929,3.61,-6.57,-119.83,-0.2,0.02,0.84,0.87,1.03
6:9:34:35:123999,4.18,-5.53,-119.69,-0.01,0.18,1.0,1.02,0.92
6:9:34:35:124112,5.83,-3.57,-119.86,-0.19,0.07,0.85,0.87,0.97
6:9:34:35:124208,7.54,-1.67,-119.62,-0.2,0.25,1.03,1.08,0.94
6:9:34:35:124304,9.96,-0.06,-119.57,-0.05,0.02,1.11,1.12,1.09
6:9:34:35:124400,11.97,1.49,-119.4,-0.22,-0.09,0.86,0.89,1.04
6:9:34:35:124512,13.36,2.64,-119.22,-0.12,0.03,0.97,0.97,0.92
6:9:34:36:124921,8.3,-4.58,-120.81,-0.17,0.15,1.06,1.09,1.01
6:9:34:36:125016,4.93,-6.57,-120.56,-0.03,0.0,1.02,1.02,1.07
6:9:34:36:125096,1.79,-7.75,-119.96,-0.08,0.2,1.05,1.07,1.04
6:9:34:36:125208,-0.12,-8.35,-119.54,-0.14,0.15,0.96,0.98,1.04
6:9:34:36:125337,-1.32,-8.95,-119.24,-0.09,0.2,1.01,1.03,1.0
6:9:34:36:125415,-2.03,-10.03,-119.28,-0.08,0.18,0.94,0.96,1.01
6:9:34:36:125513,-2.18,-10.28,-119.32,-0.17,0.16,0.85,0.88,0.94
6:9:34:37:125918,0.38,-8.59,-120.0,0.03,0.08,1.13,1.13,0.96
6:9:34:37:126012,1.11,-7.77,-120.22,-0.18,0.24,0.98,1.03,1.1
6:9:34:37:126109,2.02,-6.89,-120.28,-0.08,0.12,0.96,0.97,1.01
6:9:34:37:126212,2.47,-6.51,-120.36,-0.14,0.11,0.93,0.94,0.96
6:9:34:37:126333,2.56,-6.15,-120.22,-0.2,0.0,0.88,0.9,0.93
6:9:34:37:126413,2.76,-6.37,-120.11,0.03,-0.01,0.96,0.96,0.92
6:9:34:37:126510,3.22,-6.69,-120.07,-0.11,0.17,1.02,1.04,0.99
6:9:34:38:126919,4.48,-6.77,-119.86,-0.07,0.05,0.91,0.91,1.0
6:9:34:38:127014,4.73,-6.72,-120.07,-0.06,-0.03,0.88,0.88,0.9
6:9:34:38:127094,4.98,-6.52,-120.11,-0.18,0.08,0.85,0.87,0.88
6:9:34:38:127190,4.84,-6.53,-120.09,-0.06,0.07,0.98,0.98,0.91
6:9:34:38:127303,4.9,-6.59,-120.26,-0.14,0.12,0.91,0.93,0.97
6:9:34:38:127415,5.19,-6.64,-120.31,-0.11,0.03,0.99,1.0,0.95
6:9:34:39:127527,5.22,-6.65,-120.47,0.02,-0.09,0.91,0.91,0.97
6:9:34:39:127915,5.18,-6.3,-120.87,-0.16,0.12,0.93,0.95,0.92
6:9:34:39:128010,5.01,-5.84,-120.94,-0.06,0.06,0.86,0.87,0.92
6:9:34:39:128108,4.73,-5.38,-120.82,-0.15,0.1,1.02,1.04,0.92
6:9:34:39:128234,4.13,-5.17,-120.42,-0.02,-0.03,0.91,0.91,1.0
6:9:34:39:128329,4.03,-4.93,-120.1,-0.04,0.03,1.04,1.04,0.96
6:9:34:39:128425,4.31,-4.9,-119.98,-0.07,-0.08,0.93,0.93,1.0
6:9:34:40:128522,4.7,-5.04,-119.88,-0.01,0.02,0.96,0.96,0.94
6:9:34:40:128930,5.52,-6.46,-120.12,-0.1,0.01,1.01,1.02,0.98
6:9:34:40:129019,5.42,-6.56,-120.13,-0.11,0.03,1.04,1.05,1.03
6:9:34:40:129114,5.21,-6.53,-119.87,-0.06,-0.05,1.01,1.01,1.03
6:9:34:40:129194,5.24,-6.63,-119.86,-0.09,-0.02,0.85,0.85,0.96
6:9:34:40:129321,5.26,-6.91,-119.78,-0.18,0.21,1.0,1.04,0.92
6:9:34:40:129402,5.44,-6.59,-119.71,-0.13,0.2,1.07,1.1,1.06
6:9:34:40:129497,5.91,-6.63,-119.92,-0.12,0.08,1.05,1.06,1.09
6:9:34:41:130008,4.28,-8.21,-120.46,-0.15,0.19,1.0,1.03,1.05
6:9:34:41:130104,4.24,-8.17,-120.6,-0.19,0.08,0.96,0.99,1.01
6:9:34:41:130200,4.26,-8.17,-120.75,-0.05,-0.09,0.99,0.99,0.99
6:9:34:41:130296,4.02,-7.96,-120.87,-0.06,0.09,1.08,1.09,1.02
6:9:34:41:130405,3.42,-7.41,-120.84,-0.17,0.15,1.08,1.11,1.09
6:9:34:41:130503,3.12,-6.85,-120.82,-0.12,0.12,1.06,1.07,1.1
6:9:34:42:131012,3.58,-5.47,-120.64,-0.16,0.09,0.97,0.98,1.04
6:9:34:42:131107,3.97,-5.53,-120.73,-0.12,0.02,0.93,0.93,0.97
6:9:34:42:131204,4.31,-5.73,-120.77,-0.08,-0.04,0.88,0.88,0.92
6:9:34:42:131331,4.69,-6.15,-120.8,-0.0,0.0,0.95,0.95,0.9
6:9:34:42:131410,5.06,-6.25,-120.88,-0.18,0.16,0.91,0.94,0.95
6:9:34:42:131507,5.09,-6.51,-120.92,-0.15,0.12,1.05,1.07,0.99
6:9:34:43:131996,4.17,-6.78,-120.69,-0.04,0.17,1.07,1.09,1.08
6:9:34:43:132108,3.93,-7.27,-120.82,-0.17,0.04,1.0,1.01,1.06
6:9:34:43:132221,3.48,-7.53,-120.82,-0.22,0.09,0.98,1.01,1.01
6:9:34:43:132302,3.03,-7.77,-120.81,-0.08,-0.07,0.97,0.98,1.0
6:9:34:43:132396,2.82,-7.98,-120.84,-0.14,0.06,0.91,0.92,0.96
6:9:34:43:132493,3.01,-8.01,-120.9,-0.14,0.09,1.08,1.09,0.98
6:9:34:44:133000,3.92,-8.0,-121.57,-0.14,0.03,0.97,0.98,1.06
6:9:34:44:133127,4.15,-7.93,-121.79,-0.17,0.18,0.98,1.01,0.99
6:9:34:44:133207,4.22,-7.94,-122.01,-0.13,0.12,1.0,1.02,1.02
6:9:34:44:133304,3.86,-7.75,-121.97,-0.23,0.09,1.03,1.06,1.03
6:9:34:44:133399,3.38,-7.66,-121.9,-0.14,-0.04,0.91,0.93,1.01
6:9:34:44:133511,2.84,-7.96,-122.05,-0.09,-0.04,0.83,0.84,0.9
6:9:34:45:133998,-1.61,-5.89,-120.48,-0.03,-0.05,0.98,0.98,0.88
6:9:34:45:134108,-1.04,-6.21,-120.19,-0.13,-0.08,0.93,0.94,0.97
6:9:34:45:134206,0.19,-6.62,-120.18,-0.06,-0.05,0.92,0.92,0.93
6:9:34:45:134319,1.57,-6.98,-120.47,-0.16,0.07,1.03,1.04,0.96
6:9:34:45:134413,2.82,-7.3,-120.82,-0.1,0.04,0.92,0.93,1.0
6:9:34:46:134542,3.81,-7.29,-121.16,-0.11,0.08,1.08,1.08,0.98
6:9:34:46:134998,2.79,-8.72,-122.36,-0.04,0.13,1.02,1.03,1.07
6:9:34:46:135094,2.66,-8.8,-122.26,-0.12,0.19,0.97,0.99,1.02
6:9:34:46:135222,2.63,-8.49,-122.21,-0.17,0.04,0.93,0.94,0.98
6:9:34:46:135303,2.58,-8.51,-122.23,-0.09,-0.07,0.8,0.81,0.9
6:9:34:46:135400,2.47,-8.38,-122.19,-0.12,-0.04,0.85,0.86,0.82
6:9:34:46:135494,2.67,-8.0,-122.13,-0.11,0.05,0.9,0.91,0.88
6:9:34:47:135992,2.76,-8.34,-121.47,-0.2,0.05,1.06,1.08,0.96
6:9:34:47:136120,2.21,-9.04,-121.1,-0.11,-0.01,1.02,1.02,1.06
6:9:34:47:136217,1.65,-9.25,-120.68,-0.21,-0.04,1.02,1.04,1.03
6:9:34:47:136311,1.13,-9.41,-120.13,-0.21,0.02,1.02,1.04,1.04
6:9:34:47:136391,1.08,-9.72,-119.75,-0.17,0.06,1.11,1.12,1.07
6:9:34:48:136519,1.18,-9.96,-119.57,-0.2,-0.04,0.98,1.0,1.08
6:9:34:48:137001,0.86,-8.72,-119.62,-0.27,0.14,1.04,1.08,1.02
6:9:34:48:137113,0.57,-8.82,-119.09,-0.18,0.0,0.97,0.99,1.05
6:9:34:48:137240,1.22,-9.07,-119.06,-0.09,0.03,1.04,1.05,1.01
6:9:34:48:137303,2.24,-9.03,-119.28,-0.13,-0.11,0.93,0.95,1.01
6:9:34:48:137432,3.1,-9.03,-119.67,-0.12,-0.09,0.99,1.0,0.97
6:9:34:48:137511,4.04,-9.52,-120.31,-0.13,0.04,1.02,1.03,1.01
6:9:34:49:138016,-1.12,-7.94,-119.39,-0.17,0.07,0.98,0.99,1.02
6:9:34:49:138095,-1.76,-8.04,-118.54,-0.06,-0.01,0.96,0.96,0.98
6:9:34:49:138207,-1.43,-8.24,-118.24,-0.2,0.07,1.12,1.14,1.02
6:9:34:49:138318,-0.07,-8.38,-118.03,-0.19,0.07,0.98,1.01,1.1
6:9:34:49:138399,1.59,-8.78,-118.23,-0.09,0.12,0.98,0.99,1.0
6:9:34:49:138510,2.98,-8.81,-118.7,-0.19,0.05,1.0,1.02,1.0
6:9:34:50:138953,4.35,-7.73,-119.92,-0.09,-0.08,0.8,0.81,0.95
6:9:34:50:139034,3.98,-8.43,-120.09,-0.13,0.05,0.84,0.85,0.82
6:9:34:50:139112,3.33,-8.67,-120.14,-0.13,0.12,1.06,1.08,0.93
6:9:34:50:139209,2.68,-8.64,-119.97,-0.11,0.12,1.02,1.04,1.06
6:9:34:50:139305,2.06,-8.53,-119.84,-0.2,0.27,1.02,1.08,1.05
6:9:34:50:139402,1.79,-7.83,-119.65,-0.19,0.22,1.1,1.14,1.1
6:9:34:50:139512,2.06,-7.04,-119.57,-0.17,0.22,1.05,1.09,1.12
6:9:34:51:140034,5.53,-6.08,-121.08,-0.11,-0.08,0.79,0.8,0.99
6:9:34:51:140131,5.3,-6.47,-121.31,-0.15,0.12,0.96,0.98,0.86
6:9:34:51:140209,5.16,-6.82,-121.54,-0.07,-0.01,0.88,0.89,0.95
6:9:34:51:140307,4.52,-7.1,-121.74,-0.08,0.04,0.96,0.97,0.91
6:9:34:51:140403,3.25,-7.47,-121.54,-0.19,0.18,1.0,1.03,0.99
6:9:34:51:140499,1.69,-7.85,-121.09,-0.04,0.09,0.96,0.96,1.01
6:9:34:52:140991,0.16,-6.96,-119.43,-0.15,0.08,0.9,0.91,0.95
6:9:34:52:141103,0.67,-6.84,-119.37,-0.14,0.02,0.94,0.95,0.93
6:9:34:52:141198,1.52,-6.47,-119.5,-0.07,-0.05,0.96,0.97,0.96
6:9:34:52:141294,2.76,-6.46,-119.59,-0.08,-0.06,0.92,0.93,0.95
6:9:34:52:141390,4.04,-6.8,-119.67,-0.02,-0.1,0.9,0.91,0.92
6:9:34:52:141502,5.3,-7.06,-119.83,-0.05,-0.09,0.76,0.77,0.86
6:9:34:53:142039,10.34,-6.72,-123.22,-0.06,0.07,0.93,0.93,0.82
6:9:34:53:142104,9.57,-6.6,-123.71,-0.13,0.11,1.04,1.05,0.97
6:9:34:53:142200,7.87,-6.6,-123.75,-0.12,0.08,0.99,1.0,1.03
6:9:34:53:142295,5.42,-6.56,-123.29,-0.2,0.06,0.88,0.91,0.97
6:9:34:53:142407,2.8,-6.49,-122.51,-0.16,0.09,0.84,0.86,0.89
6:9:34:53:142503,0.99,-6.51,-121.71,-0.15,0.03,0.96,0.97,0.9
6:9:34:54:142599,0.09,-6.36,-121.03,-0.14,0.02,0.87,0.88,0.94
6:9:34:54:143004,2.1,-7.01,-119.56,-0.07,-0.12,0.94,0.95,0.9
6:9:34:54:143101,3.59,-7.15,-119.85,-0.01,-0.08,0.91,0.91,0.94
6:9:34:54:143229,5.28,-6.98,-120.43,-0.13,-0.02,0.98,0.98,0.94
6:9:34:54:143309,6.93,-6.78,-121.01,-0.11,0.1,1.02,1.03,1.0
6:9:34:54:143405,8.09,-6.57,-121.71,-0.09,0.11,0.96,0.97,1.01
6:9:34:54:143501,8.54,-6.36,-122.36,-0.12,0.08,0.96,0.98,0.97
6:9:34:55:143997,1.23,-5.95,-121.54,-0.16,0.14,0.97,0.99,0.98
6:9:34:55:144109,-0.56,-5.93,-120.51,-0.18,0.16,1.01,1.03,1.01
6:9:34:55:144205,-1.58,-6.18,-119.57,-0.16,0.2,1.01,1.04,1.04
6:9:34:55:144302,-1.5,-6.47,-118.75,-0.17,0.06,1.04,1.05,1.05
6:9:34:55:144397,-0.55,-6.76,-118.08,-0.12,0.08,0.94,0.95,1.02
6:9:34:56:144525,1.14,-7.02,-117.79,-0.14,0.06,1.0,1.01,0.97
6:9:34:56:145013,11.29,-7.02,-122.21,-0.04,-0.12,0.88,0.89,0.97
6:9:34:56:145111,11.12,-6.92,-123.14,-0.13,-0.1,0.91,0.92,0.9
6:9:34:56:145237,9.93,-6.8,-123.76,-0.09,-0.11,0.91,0.92,0.92
6:9:34:56:145318,7.62,-6.82,-124.07,-0.11,-0.09,0.84,0.85,0.9
6:9:34:56:145435,4.36,-6.82,-123.7,-0.1,-0.06,0.85,0.85,0.85
6:9:34:57:145526,1.01,-6.77,-122.94,-0.05,-0.04,0.93,0.93,0.88
6:9:34:57:146004,-1.29,-6.9,-118.46,-0.04,-0.06,0.92,0.92,0.93
6:9:34:57:146107,1.3,-7.15,-118.6,-0.05,-0.09,0.9,0.9,0.91
6:9:34:57:146230,4.3,-7.18,-119.17,-0.11,-0.12,0.86,0.87,0.89
6:9:34:57:146294,7.51,-7.19,-120.02,-0.09,-0.05,0.89,0.9,0.88
6:9:34:57:146405,10.33,-6.83,-121.36,-0.1,-0.08,0.91,0.92,0.9
6:9:34:57:146502,12.24,-6.25,-122.61,-0.06,-0.08,0.92,0.92,0.92
6:9:34:58:147053,6.32,-1.74,-124.16,-0.22,0.15,1.06,1.09,0.98
6:9:34:58:147115,3.5,-1.68,-123.21,-0.1,0.04,1.08,1.09,1.09
6:9:34:58:147230,1.06,-2.15,-122.07,-0.19,0.14,1.07,1.1,1.09
6:9:34:58:147325,-0.62,-3.17,-120.8,-0.15,0.15,1.1,1.12,1.1
6:9:34:58:147438,-1.35,-4.24,-119.5,-0.09,0.09,1.07,1.08,1.1
6:9:34:59:147518,-1.2,-5.09,-118.5,-0.12,0.14,1.0,1.02,1.06
6:9:34:59:148028,5.99,-8.06,-119.97,-0.03,-0.02,0.93,0.93,0.99
6:9:34:59:148092,6.56,-8.39,-120.82,-0.12,0.06,0.95,0.95,0.94
6:9:34:59:148218,6.44,-8.56,-121.53,-0.05,-0.04,0.97,0.97,0.96
6:9:34:59:148330,5.7,-8.97,-122.01,-0.16,0.04,1.06,1.07,1.0
6:9:34:59:148410,4.72,-10.01,-122.02,-0.12,0.06,1.01,1.01,1.05
6:9:34:59:148490,4.31,-11.21,-121.63,-0.06,-0.03,1.02,1.02,1.02
6:9:35:0:148957,7.64,-9.45,-121.66,-0.11,-0.04,0.89,0.89,0.98
6:9:35:0:149034,7.89,-8.09,-121.84,-0.08,-0.01,1.02,1.03,0.94
6:9:35:0:149131,7.68,-7.31,-121.96,-0.13,0.09,1.06,1.07,1.04
6:9:35:0:149227,6.95,-6.91,-121.88,-0.13,-0.04,0.93,0.94,1.02
6:9:35:0:149305,5.87,-6.84,-121.51,-0.05,-0.07,0.85,0.85,0.91
6:9:35:0:149419,4.63,-6.55,-121.0,-0.07,0.03,0.91,0.91,0.87
6:9:35:1:149530,3.24,-6.11,-120.38,-0.12,0.0,1.07,1.07,0.97
6:9:35:1:149995,1.79,-5.69,-118.28,-0.21,0.08,0.92,0.95,1.03
6:9:35:1:150139,2.89,-5.62,-118.32,-0.11,0.13,1.01,1.02,0.97
6:9:35:1:150219,4.08,-5.75,-118.63,-0.19,0.23,1.09,1.13,1.06
6:9:35:1:150331,5.11,-5.96,-118.83,-0.17,0.16,1.13,1.15,1.14
6:9:35:1:150426,5.94,-6.26,-119.11,-0.06,0.11,1.07,1.08,1.13
6:9:35:2:150522,6.4,-6.59,-119.46,-0.09,0.05,1.07,1.08,1.08
6:9:35:2:151047,1.15,-7.27,-118.31,-0.07,0.09,0.73,0.74,0.96
6:9:35:2:151127,0.07,-7.32,-118.14,-0.14,0.16,0.81,0.84,0.77
6:9:35:2:151206,-1.22,-7.36,-117.92,-0.13,0.13,0.6,0.63,0.77
6:9:35:2:151335,-2.64,-7.18,-117.87,-0.12,0.04,0.62,0.63,0.63
6:9:35:2:151479,-4.14,-7.02,-117.84,-0.09,0.12,0.83,0.84,0.7
6:9:35:2:151512,-5.35,-6.91,-117.78,-0.07,0.15,0.72,0.74,0.81
6:9:35:3:152002,-7.85,-7.42,-117.7,-0.08,0.01,0.63,0.64,0.71
