sysTime,roll,pitch,yaw,ax,ay,az,root,ave
4:10:4:14:148395,-177.51,-42.78,110.05,-0.65,0.02,-0.71,0.962808392,1.001788266
4:10:4:14:148492,176.63,-50.79,114.87,-0.66,0.07,-0.56,0.868389314,0.939083481
4:10:4:14:148588,168.54,-60.35,122.03,-0.75,0.13,-0.41,0.864580823,0.898592843
4:10:4:14:148699,153.05,-70.78,136.12,-0.86,0.1,-0.17,0.88232647,0.871765536
4:10:4:14:148828,119.51,-79.16,166.77,-0.91,0.08,0.04,0.914385039,0.887097444
4:10:4:15:149215,-6.28,-55.63,-80.23,-0.82,-0.09,0.7,1.081896483,0.959535997
4:10:4:15:149309,-6.69,-47.8,-84.4,-0.78,-0.11,0.79,1.115616422,1.037299315
4:10:4:15:149422,-8.24,-40.96,-88.36,-0.69,-0.06,0.86,1.104219181,1.100577362
4:10:4:15:149518,-8.54,-34.91,-92.92,-0.53,-0.11,0.91,1.058820098,1.092885234
4:10:4:15:149613,-8.33,-29.38,-96.97,-0.53,-0.14,0.93,1.079536938,1.080858739
4:10:4:15:149709,-8.28,-25.61,-99.7,-0.42,-0.14,0.97,1.066255129,1.068204055
4:10:4:15:149806,-8.04,-22.02,-100.45,-0.29,-0.1,0.97,1.017349497,1.054380521
4:10:4:16:150356,-3.74,-6.75,-107.68,-0.17,-0.09,0.99,1.008513758,1.030706128
4:10:4:16:150420,-2.18,-7.04,-109.25,-0.13,-0.06,0.92,0.931074648,0.985645968
4:10:4:16:150516,-0.61,-7.92,-110.78,-0.08,-0.03,0.93,0.933916484,0.957834963
4:10:4:16:150613,0.05,-8.06,-113.59,-0.09,-0.03,0.99,0.994535067,0.9531754
4:10:4:16:150693,0.52,-8.59,-119.03,-0.05,-0.04,0.91,0.912249966,0.946900506
4:10:4:16:150819,-0.18,-8.72,-125.73,-0.01,-0.03,0.9,0.900555384,0.935780139
4:10:4:17:151307,2.57,0.02,-154.56,-0.06,-0.12,1.03,1.038701112,0.950502154
4:10:4:17:151419,3,-0.13,-158.7,-0.06,-0.12,0.92,0.929731144,0.956329213
4:10:4:17:151499,4.93,-0.11,-159.58,-0.04,-0.13,0.96,0.969587541,0.979339932
4:10:4:17:151611,4.61,-0.62,-157.9,-0.04,-0.14,1,1.010544408,0.969954364
4:10:4:17:151707,3.63,-1.32,-155.43,0,-0.09,1.15,1.153516363,1.044549437
4:10:4:17:151819,2.49,-0.95,-152.46,-0.07,-0.04,0.85,0.853814968,1.00595858
4:10:4:18:152292,-13.39,-0.07,-153.53,-0.07,-0.02,1.13,1.132342704,1.046558012
4:10:4:18:152420,-13.14,1.01,-153.84,-0.1,-0.11,1.05,1.060471593,1.015543089
4:10:4:18:152517,-12.41,1.23,-153.45,-0.11,-0.09,1.11,1.119062107,1.103958802
4:10:4:18:152613,-9.83,-0.14,-154.7,-0.05,-0.09,0.94,0.945621489,1.041718396
4:10:4:18:152709,-6.41,-1.26,-156.18,-0.06,-0.07,0.98,0.984327181,1.016336926
4:10:4:18:152836,-3.7,-1.16,-157.46,-0.03,-0.05,1.02,1.021665307,0.983871326
4:10:4:19:152900,-1.64,0.12,-158.39,-0.01,-0.03,1.05,1.050476083,1.018822857
4:10:4:19:153301,-1.77,2.41,-160.8,0.02,0.01,0.75,0.750333259,0.940824883
4:10:4:19:153414,-3.39,1.5,-161.14,0.02,-0.01,0.87,0.870287309,0.89036555
4:10:4:19:153510,-3.82,1.29,-161.44,-0.01,-0.07,1.02,1.022448043,0.88102287
4:10:4:19:153605,-4.81,0.95,-161.37,-0.01,-0.08,1,1.003244736,0.965326696
4:10:4:19:153717,-6.32,1.05,-160.3,0.02,-0.06,0.9,0.902219485,0.975970755
4:10:4:19:153813,-6.51,1.52,-158.43,0,-0.1,0.94,0.945304184,0.950256135
4:10:4:20:154313,-6.47,4.67,-145.41,0.05,-0.09,1.06,1.064988263,0.970837311
4:10:4:20:154410,-6.86,5.61,-145.51,0.05,-0.12,1.04,1.048093507,1.019461985
4:10:4:20:154489,-7.35,6.05,-145.93,0.23,0.29,1.32,1.370912105,1.161331292
4:10:4:20:154617,-6.5,7.06,-146.35,0.09,0,1,1.004041832,1.141015815
4:10:4:20:154713,-5.14,7.53,-145.98,0.1,0,0.97,0.975141015,1.116698317
4:10:4:20:154809,-4.41,6.97,-145.6,0.08,0,0.98,0.983259884,0.987480911
4:10:4:21:155212,-1.99,6.2,-144.32,0.09,0,0.97,0.97416631,0.977522403
4:10:4:21:155291,-1.64,6.05,-144.05,0.09,0,0.97,0.97416631,0.977197502
4:10:4:21:155387,-1.32,5.92,-143.8,0.09,0,0.97,0.97416631,0.97416631
4:10:4:21:155499,-1.09,5.82,-143.54,0.09,0,0.97,0.97416631,0.97416631
4:10:4:21:155611,-0.89,5.74,-143.29,0.08,0,0.98,0.983259884,0.977197502
4:10:4:21:155707,-0.71,5.66,-143.08,0.09,0,0.97,0.97416631,0.977197502
4:10:4:21:155803,-0.56,5.6,-142.91,0.09,0,0.97,0.97416631,0.977197502
4:10:4:22:156225,-0.2,5.45,-142.14,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156319,-0.13,5.42,-141.99,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156399,-0.07,5.38,-141.87,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156511,-0.02,5.35,-141.78,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156607,0.02,5.32,-141.68,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156687,0.06,5.31,-141.57,0.09,0,0.97,0.97416631,0.97416631
4:10:4:22:156815,0.1,5.29,-141.48,0.09,0,0.97,0.97416631,0.97416631
4:10:4:23:157211,0.18,5.23,-141.15,0.09,0,0.97,0.97416631,0.97416631
4:10:4:23:157305,0.21,5.22,-141.1,0.09,0,0.98,0.984123976,0.977485532
4:10:4:23:157402,0.22,5.22,-141.03,0.09,0,0.97,0.97416631,0.977485532
4:10:4:23:157497,0.24,5.21,-140.98,0.09,0,0.98,0.984123976,0.980804754
4:10:4:23:157609,0.25,5.21,-140.91,0.09,0,0.97,0.97416631,0.977485532
4:10:4:23:157689,0.25,5.21,-140.85,0.09,0,0.97,0.97416631,0.977485532
4:10:4:23:157817,0.27,5.19,-140.83,0.09,0,0.98,0.984123976,0.977485532
4:10:4:24:158235,0.31,5.17,-140.72,0.09,0,0.97,0.97416631,0.977485532
4:10:4:24:158298,0.32,5.16,-140.69,0.09,0,0.98,0.984123976,0.980804754
4:10:4:24:158393,0.33,5.15,-140.67,0.08,0,0.97,0.973293378,0.977194555
4:10:4:24:158489,0.33,5.15,-140.63,0.09,0,0.98,0.984123976,0.980513777
4:10:4:24:158602,0.34,5.14,-140.63,0.09,0,0.97,0.97416631,0.977194555
4:10:4:24:158698,0.35,5.14,-140.63,0.09,0,0.97,0.97416631,0.977485532
4:10:4:24:158794,0.37,5.15,-140.61,0.09,0,0.98,0.984123976,0.977485532
4:10:4:25:159212,0.38,5.14,-140.54,0.09,0,0.97,0.97416631,0.977485532
4:10:4:25:159306,0.39,5.12,-140.59,0.09,0,0.98,0.984123976,0.980804754
4:10:4:25:159402,0.38,5.13,-140.53,0.09,0,0.97,0.97416631,0.977485532
4:10:4:25:159497,0.37,5.14,-140.45,0.09,0,0.98,0.984123976,0.980804754
4:10:4:25:159594,0.36,5.17,-140.36,0.09,0,0.97,0.97416631,0.977485532
4:10:4:25:159689,0.36,5.17,-140.33,0.09,0,0.97,0.97416631,0.977485532
4:10:4:25:159801,0.35,5.17,-140.27,0.09,0,0.97,0.97416631,0.97416631
4:10:4:26:160213,0.36,5.16,-140.05,0.09,0,0.97,0.97416631,0.97416631
4:10:4:26:160323,0.38,5.15,-140.04,0.09,0,0.97,0.97416631,0.97416631
4:10:4:26:160403,0.38,5.14,-140.02,0.09,0,0.97,0.97416631,0.97416631
4:10:4:26:160595,0.38,5.14,-139.99,0.09,0,0.97,0.97416631,0.97416631
4:10:4:26:160611,0.38,5.13,-139.97,0.09,0.01,0.97,0.974217635,0.974183418
4:10:4:26:160707,0.38,5.12,-139.95,0.09,0,0.98,0.984123976,0.97750264
4:10:4:26:160803,0.39,5.11,-139.94,0.09,0,0.97,0.97416631,0.97750264
4:10:4:27:161210,0.39,5.13,-139.84,0.09,0,0.98,0.984123976,0.980804754
4:10:4:27:161303,0.4,5.13,-139.82,0.09,0,0.97,0.97416631,0.977485532
4:10:4:27:161415,0.4,5.13,-139.79,0.09,0,0.97,0.97416631,0.977485532
4:10:4:27:161496,0.41,5.12,-139.79,0.09,0,0.97,0.97416631,0.97416631
4:10:4:27:161592,0.42,5.11,-139.83,0.09,0,0.97,0.97416631,0.97416631
4:10:4:27:161719,0.43,5.11,-139.84,0.09,0,0.97,0.97416631,0.97416631
4:10:4:27:161815,0.43,5.1,-139.83,0.09,0,0.97,0.97416631,0.97416631
4:10:4:28:162212,0.44,5.11,-139.79,0.09,0,0.98,0.984123976,0.977485532
4:10:4:28:162307,0.43,5.11,-139.78,0.09,0,0.97,0.97416631,0.977485532
4:10:4:28:162402,0.43,5.11,-139.78,0.09,0,0.97,0.97416631,0.977485532
4:10:4:28:162499,0.42,5.12,-139.76,0.09,0,0.97,0.97416631,0.97416631
4:10:4:28:162595,0.42,5.11,-139.77,0.09,0,0.97,0.97416631,0.97416631
4:10:4:28:162690,0.43,5.11,-139.77,0.09,0,0.98,0.984123976,0.977485532
4:10:4:28:162802,0.42,5.11,-139.74,0.09,0,0.98,0.984123976,0.980804754
4:10:4:29:163207,0.47,5.09,-139.84,0.09,0.01,0.98,0.984174781,0.984140911
4:10:4:29:163318,0.46,5.09,-139.85,0.09,0,0.97,0.97416631,0.980821689
4:10:4:29:163397,0.45,5.09,-139.85,0.09,0,0.97,0.97416631,0.977502467
4:10:4:29:163589,0.46,5.09,-139.9,0.09,0,0.97,0.97416631,0.97416631
4:10:4:29:163621,0.47,5.08,-139.97,0.09,0,0.98,0.984123976,0.977485532
4:10:4:29:163733,0.48,5.07,-140.05,0.09,0,0.97,0.97416631,0.977485532
4:10:4:29:163813,0.47,5.08,-140.03,0.09,0,0.97,0.97416631,0.977485532
4:10:4:30:164214,0.48,5.09,-140.11,0.09,0.01,0.97,0.974217635,0.974183418
4:10:4:30:164309,0.47,5.1,-140.1,0.09,0,0.97,0.97416631,0.974183418
4:10:4:30:164404,0.47,5.1,-140.11,0.09,0,0.97,0.97416631,0.974183418
4:10:4:30:164517,0.49,5.07,-140.18,0.09,0.01,0.96,0.964261375,0.970864665
4:10:4:30:164613,0.49,5.08,-140.18,0.09,0,0.97,0.97416631,0.970864665
4:10:4:30:164741,0.5,5.08,-140.23,0.09,0,0.97,0.97416631,0.970864665
4:10:4:30:164837,0.51,5.08,-140.29,0.09,0.01,0.97,0.974217635,0.974183418
4:10:4:31:165223,0.52,5.06,-140.43,0.09,0,0.97,0.97416631,0.974183418
4:10:4:31:165318,0.51,5.06,-140.44,0.09,0,0.98,0.984123976,0.97750264
4:10:4:31:165398,0.51,5.06,-140.46,0.09,0,0.97,0.97416631,0.977485532
4:10:4:31:165526,0.51,5.06,-140.49,0.09,0,0.98,0.984123976,0.980804754
4:10:4:31:165622,0.51,5.07,-140.51,0.09,0,0.97,0.97416631,0.977485532
4:10:4:31:165701,0.51,5.07,-140.55,0.09,0,0.97,0.97416631,0.977485532
4:10:4:31:165813,0.52,5.06,-140.59,0.09,0,0.98,0.984123976,0.977485532
4:10:4:32:166210,0.48,5.09,-140.53,0.09,0,0.98,0.984123976,0.980804754
4:10:4:32:166321,0.49,5.08,-140.55,0.09,0,0.97,0.97416631,0.980804754
4:10:4:32:166481,0.49,5.09,-140.53,0.09,0,0.97,0.97416631,0.977485532
4:10:4:32:166513,0.48,5.09,-140.52,0.09,0,0.97,0.97416631,0.97416631
4:10:4:32:166609,0.47,5.1,-140.48,0.09,0,0.96,0.964209521,0.97084738
4:10:4:32:166721,0.46,5.1,-140.45,0.09,0,0.97,0.97416631,0.97084738
4:10:4:32:166817,0.46,5.1,-140.45,0.09,0,0.97,0.97416631,0.97084738
4:10:4:33:167218,0.45,5.1,-140.38,0.09,0,0.97,0.97416631,0.97416631
4:10:4:33:167330,0.44,5.1,-140.37,0.09,0,0.97,0.97416631,0.97416631
4:10:4:33:167410,0.44,5.1,-140.35,0.09,0,0.98,0.984123976,0.977485532
4:10:4:33:167506,0.44,5.1,-140.33,0.08,0,0.97,0.973293378,0.977194555
4:10:4:33:167618,0.45,5.09,-140.34,0.09,0,0.97,0.97416631,0.977194555
4:10:4:33:167730,0.45,5.09,-140.32,0.09,0,0.97,0.97416631,0.973875333
4:10:4:33:167810,0.45,5.09,-140.32,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168210,0.46,5.09,-140.31,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168305,0.45,5.09,-140.32,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168417,0.45,5.09,-140.31,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168513,0.46,5.08,-140.31,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168624,0.46,5.09,-140.3,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168704,0.46,5.09,-140.28,0.09,0,0.97,0.97416631,0.97416631
4:10:4:34:168817,0.46,5.09,-140.28,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169207,0.48,5.07,-140.32,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169317,0.48,5.07,-140.32,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169414,0.47,5.07,-140.3,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169525,0.46,5.07,-140.29,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169621,0.46,5.07,-140.29,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169717,0.47,5.06,-140.3,0.09,0,0.97,0.97416631,0.97416631
4:10:4:35:169813,0.47,5.05,-140.3,0.08,0,0.97,0.973293378,0.973875333
4:10:4:36:170222,0.47,5.06,-140.26,0.09,0,0.97,0.97416631,0.973875333
4:10:4:36:170318,0.48,5.07,-140.26,0.09,0,0.97,0.97416631,0.973875333
4:10:4:36:170430,0.48,5.06,-140.27,0.09,0,0.97,0.97416631,0.97416631
4:10:4:36:170510,0.47,5.07,-140.24,0.08,0,0.98,0.983259884,0.977197502
4:10:4:36:170590,0.47,5.07,-140.23,0.09,0,0.97,0.97416631,0.977197502
4:10:4:36:170701,0.47,5.06,-140.21,0.07,0.02,0.97,0.972728122,0.976718106
4:10:4:36:170814,0.47,5.07,-140.15,0.09,0,0.97,0.97416631,0.973686914
4:10:4:37:171216,0.4,5.13,-139.7,0.09,0,0.97,0.97416631,0.973686914
4:10:4:37:171310,0.4,5.13,-139.6,0.09,0,0.97,0.97416631,0.97416631
4:10:4:37:171423,0.39,5.13,-139.5,0.08,0.01,0.97,0.973344749,0.973892456
4:10:4:37:171519,0.39,5.13,-139.43,0.09,0,0.97,0.97416631,0.973892456
4:10:4:37:171615,0.38,5.14,-139.34,0.09,0.01,0.97,0.974217635,0.973909565
4:10:4:37:171711,0.38,5.13,-139.27,0.09,0,0.97,0.97416631,0.974183418
4:10:4:37:171807,0.4,5.12,-139.24,0.09,0,0.97,0.97416631,0.974183418
4:10:4:38:172320,0.41,5.11,-138.98,0.09,0,0.97,0.97416631,0.97416631
4:10:4:38:172432,0.42,5.11,-138.96,0.09,0,0.97,0.97416631,0.97416631
4:10:4:38:172527,0.42,5.1,-138.92,0.09,0.01,0.96,0.964261375,0.970864665
4:10:4:38:172607,0.43,5.1,-138.9,0.08,0,0.97,0.973293378,0.970573688
4:10:4:38:172719,0.44,5.1,-138.87,0.09,0.01,0.97,0.974217635,0.970590796
4:10:4:38:172815,0.44,5.1,-138.83,0.09,0,0.97,0.97416631,0.973892441
4:10:4:39:173214,0.45,5.09,-138.74,0.09,0,0.97,0.97416631,0.974183418
4:10:4:39:173310,0.45,5.09,-138.72,0.09,0,0.98,0.984123976,0.977485532
4:10:4:39:173422,0.46,5.08,-138.73,0.09,0.01,0.97,0.974217635,0.97750264
4:10:4:39:173534,0.45,5.08,-138.69,0.09,0,0.97,0.97416631,0.97750264
4:10:4:39:173630,0.46,5.07,-138.69,0.09,0,0.96,0.964209521,0.970864489
4:10:4:39:173710,0.47,5.06,-138.66,0.09,0,0.98,0.984123976,0.974166602
4:10:4:39:173837,0.47,5.06,-138.66,0.09,0.01,0.98,0.984174781,0.977502759
4:10:4:40:174220,0.48,5.05,-138.64,0.09,0,0.97,0.97416631,0.980821689
4:10:4:40:174349,0.47,5.05,-138.63,0.09,0,0.97,0.97416631,0.977502467
4:10:4:40:174413,0.5,5.03,-138.73,0.09,0.01,0.97,0.974217635,0.974183418
4:10:4:40:174524,0.52,5.02,-138.85,0.09,0,0.97,0.97416631,0.974183418
4:10:4:40:174636,0.54,5,-138.97,0.09,0,0.97,0.97416631,0.974183418
4:10:4:40:174717,0.56,4.99,-139.08,0.09,0,0.97,0.97416631,0.97416631
4:10:4:40:174813,0.56,4.99,-139.17,0.09,0,0.97,0.97416631,0.97416631
4:10:4:41:175330,0.59,4.97,-139.54,0.09,-0.01,0.99,0.994132788,0.980821803
4:10:4:41:175410,0.58,4.98,-139.56,0.07,0,0.99,0.992471662,0.986923587
4:10:4:41:175506,0.56,5,-139.59,0.07,0.06,0.94,0.944510455,0.977038302
4:10:4:41:175634,0.51,5.02,-139.62,0.02,-0.01,1.04,1.040240357,0.992407491
4:10:4:41:175698,0.53,5.02,-139.66,0.04,-0.01,1.01,1.010841234,0.998530682
4:10:4:41:175794,0.59,4.96,-139.67,0.07,0,1.03,1.032375901,1.027819164
4:10:4:42:176227,0.6,4.92,-139.84,0.04,0.05,0.96,0.962133047,1.001783394
4:10:4:42:176305,0.55,4.93,-139.91,0.11,0.01,1,1.006081508,1.000196818
4:10:4:42:176417,0.47,5.01,-139.84,0.1,0.03,0.96,0.965660396,0.977958317
4:10:4:42:176513,0.4,5,-139.74,0.1,0.03,0.93,0.935841867,0.96919459
4:10:4:42:176594,0.38,4.99,-139.68,0.13,-0.05,1.02,1.029465881,0.976989381
4:10:4:42:176721,0.36,5.02,-139.58,0.12,0.01,0.96,0.96752261,0.977610119
4:10:4:42:176785,0.37,5.03,-139.52,0.06,-0.02,1,1.001998004,0.999662165
4:10:4:43:177221,0.42,5.03,-139.33,0.07,-0.02,0.99,0.992673159,0.987397924
4:10:4:43:177301,0.46,5.02,-139.3,0.06,-0.03,0.94,0.942390577,0.97902058
4:10:4:43:177428,0.47,4.98,-139.27,0.13,0.01,0.93,0.939095309,0.958053015
4:10:4:43:177493,-0.18,5.06,-139.32,0.08,-0.03,0.94,0.943874992,0.941786959
4:10:4:43:177589,-0.47,5.1,-139.33,0.08,-0.04,0.96,0.964157663,0.949042655
4:10:4:43:177684,-0.41,5.13,-139.27,0.07,-0.02,1,1.002646498,0.970226384
4:10:4:43:177813,-0.59,5.14,-139.23,0.09,0,0.97,0.97416631,0.980323491
4:10:4:44:178227,-2.93,6.75,-141.63,0.19,-0.08,1.03,1.050428484,1.009080431
4:10:4:44:178307,-1.6,6.53,-142.18,0.12,0,1.05,1.056834897,1.02714323
4:10:4:44:178419,-0.49,7.07,-142.11,0.12,-0.05,0.96,0.968762097,1.025341826
4:10:4:44:178515,0.33,7.25,-140.99,0.09,-0.01,0.95,0.954306031,0.993301008
4:10:4:44:178610,0.57,6.29,-140.15,0.04,0.02,1.02,1.020979921,0.98134935
4:10:4:44:178739,-0.2,5.03,-140.09,0.15,0.02,0.98,0.991614845,0.988966932
4:10:4:44:178802,-0.31,4.51,-139.67,0.09,-0.09,1.04,1.047759514,1.020118093
4:10:4:45:179221,1.12,4.63,-138.63,-0.03,0.12,0.98,0.987775278,1.009049879
4:10:4:45:179301,0.93,4.42,-138.64,-0.03,-0.02,1.01,1.010643359,1.015392717
4:10:4:45:179397,1.07,4,-138.65,0.19,-0.15,0.94,0.970669872,0.98969617
4:10:4:45:179494,1.06,3.74,-138.98,0.06,-0.01,0.84,0.842199501,0.941170911
4:10:4:45:179638,1.29,3.38,-139.45,-0.01,0.11,0.86,0.867064011,0.893311128
4:10:4:45:179718,1.49,3.06,-139.9,0.2,0.1,1,1.024695077,0.91131953
4:10:4:45:179797,1.66,2.99,-140.23,-0.06,0.09,0.97,0.976012295,0.955923794
4:10:4:46:180223,1.32,2.75,-141.86,0.05,-0.08,0.9,0.904930937,0.968546103
4:10:4:46:180303,1.16,2.75,-141.79,0.23,-0.06,0.92,0.950210503,0.943717912
4:10:4:46:180398,1.24,2.23,-141.72,-0.12,0.02,0.98,0.987522152,0.94755453
4:10:4:46:180511,1.76,1.57,-141.79,-0.01,0.06,1.08,1.081711607,1.00648142
4:10:4:46:180607,1.87,1.18,-141.85,-0.06,0.14,0.88,0.893084542,0.987439434
4:10:4:46:180703,1.73,0.93,-141.81,0.03,-0.29,0.92,0.965090669,0.979962273
4:10:4:46:180815,1.62,0.63,-141.11,-0.13,0.08,0.89,0.902995017,0.920390076
4:10:4:47:181232,2.38,3.75,-146.15,0.19,0.1,1.03,1.052140675,0.973408787
4:10:4:47:181311,2.77,5.18,-148.69,0.17,0.17,1.19,1.214042833,1.056392841
4:10:4:47:181390,3.09,5.93,-150.98,0.04,0.19,1.24,1.255109557,1.173764355
4:10:4:47:181503,3.14,6.72,-152.73,-0.17,0.16,1.24,1.261784451,1.243645614
4:10:4:47:181598,2.71,7.33,-154.03,0.09,-0.16,1.18,1.194194289,1.237029432
4:10:4:47:181695,2.12,7.79,-154.57,0.11,-0.18,1.26,1.277536692,1.244505144
4:10:4:47:181790,1.4,8.16,-155.02,0.07,-0.18,1.22,1.235192293,1.235641091
4:10:4:48:182291,-1.06,7.89,-151.77,0.25,-0.08,0.93,0.966333276,1.15968742
4:10:4:48:182403,-0.97,7.59,-150.93,0.07,-0.1,0.97,0.977650244,1.059725271
4:10:4:48:182499,-0.83,7.09,-150.17,0.26,-0.09,1,1.037159583,0.993714368
4:10:4:48:182611,-0.75,6.72,-149.5,-0.04,-0.11,0.98,0.986965045,1.000591624
4:10:4:48:182707,-0.66,6.44,-148.95,-0.12,0.1,0.97,0.982496819,1.002207149
4:10:4:48:182804,-0.47,6.17,-148.55,-0.04,0.11,1.04,1.046565813,1.005342559
4:10:4:49:183214,-0.75,5.24,-146.87,0.05,0.09,0.97,0.975448615,1.001503749
4:10:4:49:183309,-0.88,5.05,-146.55,0.08,-0.1,0.92,0.928870282,0.983628236
4:10:4:49:183404,-1.15,4.81,-146.22,0.06,-0.06,0.99,0.99362971,0.965982869
4:10:4:49:183501,-1.13,4.44,-145.76,0,0.14,1.01,1.019656805,0.980718932
4:10:4:49:183597,-1.04,4.21,-145.27,-0.07,0.12,0.99,0.999699955,1.004328823
4:10:4:49:183725,-0.93,4.04,-144.97,0.09,0.1,0.97,0.979285454,0.999547405
4:10:4:49:183805,-0.42,3.99,-144.71,-0.01,-0.02,1.02,1.020245069,0.999743492
4:10:4:50:184209,0.17,4.8,-144.33,0.32,0.04,1.04,1.088852607,1.029461043
4:10:4:50:184289,0.33,4.7,-144.15,0.22,-0.07,0.9,0.929139387,1.012745687
4:10:4:50:184385,0.4,4.58,-144.04,0.09,0.11,0.93,0.940797534,0.986263176
4:10:4:50:184497,0.33,4.51,-143.97,0.28,-0.01,1.04,1.077079384,0.982338768
4:10:4:50:184609,0.12,4.45,-143.9,0.07,-0.02,0.91,0.912907443,0.976928121
4:10:4:50:184689,0.11,4.27,-143.8,0,0.2,0.96,0.980612054,0.990199627
4:10:4:50:184801,0.14,4.06,-143.77,0.17,-0.08,1.01,1.027326628,0.973615375
4:10:4:51:185215,1.43,4.62,-143.21,0.04,-0.17,1.1,1.113777357,1.040572013
4:10:4:51:185295,1.62,4.88,-143.24,0.05,-0.05,1,1.002496883,1.047866956
4:10:4:51:185407,1.74,4.84,-143.2,0.05,0.13,1.1,1.108783117,1.075019119
4:10:4:51:185519,1.78,4.62,-143.19,0.08,-0.03,1.08,1.083374358,1.064884786
4:10:4:51:185615,1.88,4.47,-143.09,0.19,-0.04,1.07,1.087474138,1.093210538
4:10:4:51:185696,1.66,4.17,-143.09,0.17,0.09,1.01,1.028153685,1.06633406
4:10:4:51:185791,1.58,4.33,-143.04,-0.13,0.15,1.01,1.029320164,1.048315996
4:10:4:52:186213,1.01,4.95,-143.67,-0.08,0.08,0.96,0.966643678,1.008039176
4:10:4:52:186308,1.17,4.83,-143.78,0.16,-0.09,1.03,1.046231332,1.014065058
4:10:4:52:186404,1.42,4.64,-143.79,0.28,-0.08,1,1.041537325,1.018137445
4:10:4:52:186516,1.74,4.27,-143.71,0.1,0,0.96,0.965194281,1.017654313
4:10:4:52:186612,1.96,4.07,-143.72,0.29,0.01,1.03,1.070093454,1.025608353
4:10:4:52:186708,2.25,3.92,-143.76,-0.18,0.17,1,1.030194156,1.021827297
4:10:4:52:186804,2.14,4.01,-143.9,0.09,-0.05,1.03,1.035132842,1.045140151
4:10:4:53:187209,-0.75,6.13,-144.4,0.12,0.13,1,1.015529419,1.026952139
4:10:4:53:187303,-0.17,6.07,-144.32,0.05,0.17,0.97,0.986052737,1.012238332
4:10:4:53:187399,0.57,5.79,-144.15,0.19,-0.1,0.92,0.944722181,0.982101446
4:10:4:53:187511,1.32,5.67,-144.02,0.05,-0.04,0.9,0.902274903,0.94434994
4:10:4:53:187607,2.14,5.91,-143.98,0.07,0.03,1.13,1.132563464,0.993186849
4:10:4:53:187702,2.49,5.87,-144.07,0.02,0.01,0.9,0.900277735,0.978372034
4:10:4:53:187798,2.46,5.59,-144.19,0.25,0.05,1,1.031988372,1.021609857
4:10:4:54:188290,1.93,4.5,-144.35,-0.01,0.09,1.07,1.073824939,1.002030349
4:10:4:54:188386,2.24,4.76,-144.05,-0.09,0.13,0.99,1.002546757,1.036120023
