sysTime,roll,pitch,yaw,ax,ay,az,root,ave
4:10:6:23:277419,-23.91,-10.26,-139.61,-0.27,-0.22,0.9,0.965038859,0.991706677
4:10:6:23:277499,-23.14,-8.03,-132.77,-0.29,-0.22,0.89,0.96156123,0.971036362
4:10:6:23:277595,-21.01,-6.89,-123.64,-0.25,-0.19,0.89,0.94376904,0.95678971
4:10:6:23:277739,-17.52,-7.16,-115.81,-0.28,-0.18,0.91,0.968968524,0.958099598
4:10:6:23:277803,-15.07,-7.96,-110.39,-0.28,-0.16,0.91,0.965453261,0.959396942
4:10:6:24:278302,-13.1,-13.01,-106.04,-0.28,-0.24,0.96,1.028396811,0.987606199
4:10:6:24:278398,-11.6,-15.19,-100.22,-0.29,-0.19,0.97,1.030097083,1.007982385
4:10:6:24:278495,-10.33,-15.41,-96.32,-0.27,-0.11,0.96,1.003294573,1.020596155
4:10:6:24:278622,-10.91,-15.65,-93.17,-0.22,-0.12,0.94,0.972830921,1.002074192
4:10:6:24:278719,-11.94,-16.15,-91.72,-0.24,-0.1,0.99,1.023572176,0.999899223
4:10:6:24:278814,-13.15,-16.59,-90.16,-0.22,-0.16,0.95,0.988180146,0.994861081
4:10:6:26:280305,-16.92,-18.44,-80.04,-0.3,-0.24,0.89,0.969381246,0.993711189
4:10:6:26:280513,-16.64,-16.74,-78.26,-0.28,-0.19,0.85,0.914877041,0.957479477
4:10:6:26:280529,-17.19,-16,-72.52,-0.25,-0.21,0.84,0.901221393,0.928493227
4:10:6:26:280609,-18.8,-13.37,-61.08,-0.25,-0.19,0.82,0.878066057,0.89805483
4:10:6:26:280725,-18.24,-10.77,-47.12,-0.24,-0.16,0.82,0.869252552,0.882846668
4:10:6:26:280822,-14.75,-10.75,-35.38,-0.23,-0.15,0.85,0.893252484,0.880190364
4:10:6:27:281315,-27.75,-13.37,-14.29,-0.24,-0.1,1.05,1.081711607,0.948072214
4:10:6:27:281410,-33.99,-15.12,-10.05,-0.25,-0.11,1.06,1.094623223,1.023195771
4:10:6:27:281507,-38.67,-16.52,-5.19,-0.26,-0.15,1.04,1.082450923,1.086261917
4:10:6:27:281602,-45.3,-15.93,1.55,-0.3,-0.09,1.05,1.095718942,1.090931029
4:10:6:27:281699,-50.27,-13.09,6.99,-0.24,-0.24,1.02,1.074988372,1.084386079
4:10:6:27:281795,-53.06,-13.28,11.8,-0.26,-0.18,1,1.048808848,1.073172054
4:10:6:28:282301,-41.09,-23.16,32.6,-0.27,-0.22,0.97,1.030630875,1.051476032
4:10:6:28:282398,-38.58,-25.48,38.75,-0.36,-0.18,0.99,1.068690788,1.049376837
4:10:6:28:282493,-41.62,-28,45.34,-0.38,-0.24,0.98,1.078146558,1.059156073
4:10:6:28:282653,-41.22,-33.34,45.28,-0.38,-0.25,0.96,1.062308806,1.069715384
4:10:6:28:282701,-37.9,-39.27,38.43,-0.41,-0.27,0.97,1.087152243,1.075869202
4:10:6:29:282845,-33.53,-40.46,27.25,-0.36,-0.27,0.96,1.060235823,1.069898957
4:10:6:29:283300,-35.34,-27.18,19.16,-0.29,-0.22,0.9,0.970824392,1.039404153
4:10:6:29:283412,-38.85,-26.68,25.9,-0.3,-0.21,0.87,0.943927963,0.991662726
4:10:6:29:283508,-45.74,-24.5,32.87,-0.25,-0.22,0.85,0.912907443,0.942553266
4:10:6:29:283604,-54.13,-19.54,45.11,-0.23,-0.24,0.86,0.922008677,0.926281361
4:10:6:29:283700,-57.36,-10.34,63.07,-0.22,-0.17,0.85,0.894315381,0.909743834
4:10:6:29:283812,-53.37,3.17,82.39,-0.2,-0.06,0.81,0.836480723,0.88426826
4:10:6:30:284307,-19.39,40.88,-178.84,-0.37,-0.14,1.13,1.197246842,0.976014315
4:10:6:30:284415,-32.7,41.61,-175.46,-0.53,-0.31,1.41,1.537888162,1.190538576
4:10:6:30:284511,-50.37,36.6,179.42,-0.55,-0.33,1.53,1.659005726,1.464713577
4:10:6:30:284607,-66.5,29.22,170.68,-0.25,-0.16,1.45,1.480067566,1.558987152
4:10:6:30:284703,-65.48,24.36,176.73,-0.12,-0.14,1.31,1.322913451,1.487328915
4:10:6:30:284815,-52.1,36.23,-164.07,-0.15,-0.01,1.1,1.110225202,1.304402073
4:10:6:31:285319,4.85,4.79,-62.5,-0.4,-0.29,1.03,1.142365966,1.191834873
4:10:6:31:285398,2.72,-1.97,-59.82,-0.46,-0.32,1.12,1.252357776,1.168316315
4:10:6:31:285495,-3.89,-6.55,-54.76,-0.43,-0.23,1.11,1.212394325,1.202372689
4:10:6:31:285612,-8.51,-10.72,-53.02,-0.46,-0.31,1.07,1.205238566,1.223330222
4:10:6:31:285709,-10.37,-16.22,-57.47,-0.4,-0.2,1.01,1.104581369,1.17407142
4:10:6:31:285804,-9.98,-20.51,-65.33,-0.37,-0.21,0.98,1.068363234,1.126061056
4:10:6:32:286341,5.92,-34.48,-87.71,-0.41,-0.25,0.9,1.020098035,1.064347546
4:10:6:32:286421,10.11,-29.39,-99.27,-0.43,-0.2,0.91,1.026157883,1.038206384
4:10:6:32:286501,7.49,-21.01,-113.44,-0.42,-0.23,0.89,1.010643359,1.018966426
4:10:6:32:286597,1.94,-13.64,-130.5,-0.39,-0.23,0.87,0.980765008,1.005855417
4:10:6:32:286709,-6.42,-6.19,-145.94,-0.31,-0.26,0.84,0.93236259,0.974590319
4:10:6:32:286837,-15.39,-4.59,-153.91,-0.21,-0.39,0.95,1.048188914,0.987105504
4:10:6:33:287308,-15.33,-11.04,-71.17,-0.26,-0.13,0.86,0.907799537,0.962783681
4:10:6:33:287404,-17.68,-9.21,-75.18,-0.25,-0.11,0.85,0.89280457,0.949597674
4:10:6:33:287500,-18.97,-8.47,-82.53,-0.21,-0.2,0.83,0.879204186,0.893269431
4:10:6:33:287596,-18,-9.01,-86.46,-0.18,-0.17,0.85,0.885324799,0.885777852
4:10:6:33:287692,-15.47,-11.18,-86.11,-0.25,-0.2,0.92,0.974114983,0.912881323
4:10:6:33:287803,-11.72,-12.22,-84.06,-0.29,-0.17,0.92,0.979489663,0.946309815
4:10:6:35:289306,-10.76,-9.61,-145.87,-0.24,-0.21,1.04,1.087795937,1.013800194
4:10:6:35:289450,-11.56,-9.99,-137.66,-0.24,-0.17,1,1.042353107,1.036546236
4:10:6:35:289498,-10.05,-13.15,-130.05,-0.27,-0.13,0.96,1.005683847,1.04527763
4:10:6:35:289610,-9.53,-16.17,-128,-0.31,-0.14,1.01,1.06573918,1.037925378
4:10:6:35:289800,-8.85,-16.13,-133.11,-0.29,-0.18,1.02,1.07559286,1.049005296
4:10:6:35:289800,-6.92,-16.06,-140.5,-0.29,-0.19,1.02,1.077311468,1.072881169
4:10:6:36:290324,-4.49,-16.2,-144.92,-0.21,-0.14,0.91,0.944351629,1.032418653
4:10:6:36:290404,-6.06,-15.97,-143.91,-0.21,-0.15,0.89,0.926660671,0.98277459
4:10:6:36:290500,-8.36,-14.89,-146.19,-0.19,-0.2,0.86,0.903161115,0.924724472
4:10:6:36:290611,-12.39,-14.58,-145.57,-0.29,-0.16,0.91,0.968400743,0.932740843
4:10:6:36:290708,-15.8,-11.01,-143.64,-0.24,-0.16,0.92,0.964157663,0.945239841
4:10:6:36:290804,-17.89,-9.93,-143.12,-0.25,-0.21,0.88,0.938616002,0.957058136
4:10:6:37:291298,-27.02,-10.41,-147.68,-0.3,-0.24,0.78,0.869482605,0.924085424
4:10:6:37:291425,-28.01,-7.42,-143.83,-0.32,-0.18,0.83,0.907579198,0.905225935
4:10:6:37:291505,-27.73,-3.6,-140.99,-0.3,-0.11,0.81,0.870746806,0.882602869
4:10:6:37:291602,-27.1,-2.15,-141.82,-0.28,-0.15,0.84,0.898053451,0.892126485
4:10:6:37:291697,-28.67,-4.72,-145.69,-0.3,-0.19,0.84,0.911975877,0.893592044
4:10:6:37:291810,-30.01,-8.68,-150.28,-0.29,-0.22,0.91,0.980102036,0.930043788
4:10:6:38:292318,-30.83,-9.33,-122.97,-0.25,-0.16,1.06,1.100772456,0.997616789
4:10:6:38:292414,-34.76,-10.64,-119.12,-0.26,-0.18,1.11,1.154166366,1.078346952
4:10:6:38:292526,-37.22,-10.46,-115.69,-0.24,-0.19,1.09,1.132166066,1.129034962
4:10:6:38:292622,-39,-8.43,-109.45,-0.22,-0.18,1.01,1.049237819,1.11185675
4:10:6:38:292702,-34.23,-9.04,-101.08,-0.22,-0.15,1.01,1.044509454,1.075304446
4:10:6:38:292814,-27.89,-12.02,-95.22,-0.24,-0.15,0.98,1.020049018,1.037932097
4:10:6:39:293296,-17.44,-23.21,-93.65,-0.28,-0.21,1.14,1.192518344,1.085692272
4:10:6:39:293415,-11.45,-26.7,-92.88,-0.29,-0.21,1.12,1.175840125,1.129469162
4:10:6:39:293510,-9.85,-28.26,-88.5,-0.31,-0.18,1.09,1.147431915,1.171930128
4:10:6:39:293622,-9.08,-29.34,-85.44,-0.28,-0.11,1.07,1.111485492,1.144919178
4:10:6:39:293702,-3.75,-31.13,-90.58,-0.35,-0.12,1.02,1.085034562,1.114650656
4:10:6:39:293798,-3.48,-27.47,-94.63,-0.23,-0.19,0.98,1.024402265,1.073640773
4:10:6:40:294322,-5.23,-19.32,-95.82,-0.23,-0.07,0.88,0.912249966,1.007228931
4:10:6:40:294402,-4.86,-17.31,-98.4,-0.23,-0.09,0.88,0.914002188,0.95021814
4:10:6:40:294497,-5.85,-14.3,-101.21,-0.2,-0.08,0.88,0.905980132,0.910744095
4:10:6:40:294594,-6.04,-12.87,-104.41,-0.22,-0.14,0.88,0.917823512,0.912601944
4:10:6:40:294690,-5.45,-11.09,-107.86,-0.26,-0.14,0.94,0.985291835,0.93636516
4:10:6:41:294898,-5.39,-9.59,-109.82,-0.23,-0.13,0.93,0.966798842,0.956638063
4:10:6:42:296309,-1.85,-13.6,-149.09,-0.25,-0.14,0.96,1.001848292,0.984646323
4:10:6:42:296405,-2.84,-13.49,-148.86,-0.25,-0.14,0.98,1.021028893,0.996558675
4:10:6:42:296533,-3.22,-13.09,-152.61,-0.26,-0.12,0.98,1.020979921,1.014619035
4:10:6:42:296616,-4.67,-12.79,-159.45,-0.23,-0.15,0.98,1.0177426,1.019917138
4:10:6:42:296709,-5.37,-12.29,-164.85,-0.22,-0.16,0.97,1.007422454,1.015381658
4:10:6:42:296837,-5.58,-13.22,-166.28,-0.22,-0.15,0.97,1.005882697,1.01034925
4:10:6:43:297316,-11.79,-16,-174,-0.28,-0.19,0.99,1.046231332,1.019845494
4:10:6:43:297412,-14.46,-14.71,-176.11,-0.27,-0.2,1.01,1.064424727,1.038846252
4:10:6:43:297508,-15.96,-13.07,-175.83,-0.25,-0.17,1.02,1.063860893,1.058172317
4:10:6:43:297588,-16.18,-14.33,-176.62,-0.27,-0.16,1.02,1.067192579,1.0651594
4:10:6:43:297715,-17.41,-16.88,-179.3,-0.3,-0.19,1.02,1.080046295,1.070366589
4:10:6:43:297812,-18.46,-18.93,177.85,-0.28,-0.18,1.01,1.063437821,1.070225565
4:10:6:44:298333,-16.38,-18.94,171.08,-0.26,-0.15,0.95,0.99629313,1.046592415
4:10:6:44:298412,-17.03,-18.08,165.35,-0.24,-0.19,0.96,1.00762096,1.022450637
4:10:6:44:298508,-17.22,-17.89,162.99,-0.23,-0.18,0.96,1.003444069,1.00245272
4:10:6:44:298604,-15.98,-17.94,163.8,-0.24,-0.17,0.96,1.004041832,1.00503562
4:10:6:44:298716,-16.37,-19.59,165.94,-0.27,-0.17,0.96,1.011632344,1.006372748
4:10:6:44:298796,-17.53,-20.05,166.91,-0.27,-0.16,0.96,1.01,1.008558059
4:10:6:45:299295,-18.82,-19.9,146.91,-0.24,-0.17,0.98,1.023181313,1.014937886
4:10:6:45:299407,-20.21,-18.3,146.65,-0.22,-0.16,0.97,1.007422454,1.013534589
4:10:6:45:299503,-21.47,-17.78,149.19,-0.19,-0.13,0.9,0.928977933,0.986527233
4:10:6:45:299615,-21.92,-21.9,150.68,-0.24,-0.14,0.91,0.951472543,0.96262431
4:10:6:45:299727,-24.13,-24.85,151.43,-0.29,-0.17,0.88,0.942019108,0.940823195
4:10:6:45:299820,-25.75,-22.3,150.84,-0.29,-0.18,0.85,0.915969432,0.936487028
4:10:6:46:300295,-25.7,-21.46,111.59,-0.2,-0.21,0.97,1.012422837,0.956803792
4:10:6:46:300391,-26.71,-19,117.7,-0.22,-0.17,1.01,1.047568614,0.991986961
4:10:6:46:300519,-26.59,-17.93,124.98,-0.25,-0.13,0.99,1.029320164,1.029770538
4:10:6:46:300599,-26.59,-16.52,127.3,-0.24,-0.12,0.96,0.996794864,1.024561214
4:10:6:46:300694,-26.77,-18.45,123.17,-0.26,-0.14,0.97,1.013952662,1.013355896
4:10:6:46:300806,-27.22,-22.49,113.93,-0.3,-0.17,0.99,1.048332008,1.019693178
4:10:6:47:301316,-29.75,-20.88,89.16,-0.26,-0.15,0.98,1.024939023,1.029074564
4:10:6:47:301412,-29.95,-21.34,85.71,-0.25,-0.14,0.96,1.001848292,1.025039774
4:10:6:47:301517,-29.94,-23.38,78.21,-0.22,-0.16,0.96,0.997797575,1.008194963
4:10:6:47:301613,-30.61,-24.7,71.3,-0.2,-0.2,1,1.039230485,1.012958784
4:10:6:47:301709,-32.77,-24.36,68.54,-0.24,-0.21,0.99,1.040096149,1.02570807
4:10:6:47:301790,-32.8,-24.61,67.45,-0.23,-0.22,0.98,1.030388276,1.036571637
4:10:6:48:302307,-28.27,-33.59,28.22,-0.23,-0.21,1.01,1.056929515,1.042471314
4:10:6:48:302404,-26.63,-36.24,21.58,-0.17,-0.2,1.01,1.043551628,1.04362314
4:10:6:48:302500,-32.15,-33.89,30.1,-0.13,-0.14,1.01,1.027910502,1.042797215
4:10:6:48:302597,-38.43,-30.96,45.74,-0.09,0,1.12,1.123610253,1.065024128
4:10:6:48:302692,-42.72,-27.06,57.34,-0.05,0.01,0.93,0.931396801,1.027639185
4:10:6:48:302803,-51.49,-31.66,65.59,-0.25,-0.11,0.86,0.902330316,0.985779123
4:10:6:49:303312,-56.78,-26.12,33.34,-0.17,-0.14,1.03,1.053280589,0.962335902
4:10:6:49:303408,-55.93,-16.94,30.26,-0.16,0.02,0.95,0.963587048,0.973065985
4:10:6:49:303504,-63.15,-19.85,23,-0.18,-0.06,0.91,0.929569793,0.98214581
4:10:6:49:303600,-67.87,-32.79,13.29,-0.15,-0.12,0.86,0.881192374,0.924783072
4:10:6:49:303712,-66.41,-41.56,1.37,-0.15,-0.15,0.84,0.866371745,0.892377971
4:10:6:49:303808,-65.78,-41.74,-2.8,-0.13,-0.16,0.86,0.884364178,0.877309432
4:10:6:50:304310,-76.52,-26.99,-20.12,0.03,-0.02,0.03,0.046904158,0.59921336
4:10:6:50:304406,-123.38,-25.84,-50.51,0.12,-0.3,0.27,0.421070065,0.450779467
4:10:6:50:304502,-171.56,-52.37,-26.81,0.06,-0.29,-0.41,0.505766745,0.324580323
4:10:6:50:304613,154.89,-30.66,-10.16,0.65,-0.26,-1.04,1.253674599,0.726837136
4:10:6:50:304710,157.7,-12.22,-44.69,0.18,0.18,-0.6,0.651766829,0.803736058
4:10:6:50:304821,136.65,9.28,-86.94,0.7,1.19,0.64,1.521742422,1.142394617
4:10:6:51:305303,109.58,22.48,-137.28,0.49,0.83,0.22,0.988635423,1.054048225
4:10:6:51:305447,102.43,24.17,-144.56,0.46,0.86,0.22,0.99979998,1.170059275
4:10:6:51:305495,96.34,25.33,-151.11,0.46,0.85,0.22,0.99121138,0.993215594
4:10:6:51:305591,91.37,26.01,-157.22,0.47,0.85,0.21,0.993730346,0.994913902
4:10:6:51:305735,87.27,26.43,-162.43,0.46,0.85,0.22,0.99121138,0.992051035
4:10:6:51:305815,83.91,26.68,-166.72,0.46,0.85,0.22,0.99121138,0.992051035
4:10:6:52:306209,76.11,26.91,-178.68,0.46,0.86,0.22,0.99979998,0.994074247
4:10:6:52:306320,75.1,26.89,178.95,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:52:306432,74.34,26.86,176.87,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:52:306496,73.81,26.85,175.06,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:52:306607,73.48,26.87,173.64,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:52:306736,73.35,26.93,172.57,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:52:306800,73.32,26.98,171.68,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:53:307220,73.46,27.13,168.74,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:53:307300,73.54,27.17,167.99,0.47,0.84,0.21,0.985190337,0.989204366
4:10:6:53:307412,73.42,27.12,166.87,0.46,0.85,0.22,0.99121138,0.989204366
4:10:6:53:307491,73.41,27.1,165.96,0.46,0.85,0.23,0.993478737,0.989960151
4:10:6:53:307620,73.59,27.16,165.61,0.46,0.85,0.23,0.993478737,0.992722951
4:10:6:53:307747,73.73,27.2,165.24,0.46,0.85,0.22,0.99121138,0.992722951
4:10:6:53:307827,73.85,27.23,164.85,0.46,0.85,0.22,0.99121138,0.991967166
4:10:6:54:308219,74.32,27.34,163.72,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:54:308297,74.41,27.35,163.44,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:54:308393,74.49,27.37,163.19,0.47,0.86,0.22,1.004440143,0.995620968
4:10:6:54:308505,74.59,27.38,162.99,0.46,0.85,0.22,0.99121138,0.995620968
4:10:6:54:308601,74.66,27.4,162.77,0.46,0.86,0.22,0.99979998,0.998483834
4:10:6:54:308729,74.72,27.41,162.53,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:54:308809,74.75,27.41,162.26,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:55:309225,74.98,27.46,161.54,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:55:309305,75.21,27.51,161.72,0.46,0.84,0.23,0.984936546,0.989119769
4:10:6:55:309401,75.35,27.52,161.76,0.46,0.86,0.22,0.99979998,0.991982635
4:10:6:55:309513,75.49,27.56,161.88,0.46,0.85,0.22,0.99121138,0.991982635
4:10:6:55:309594,75.57,27.58,161.94,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:55:309705,75.59,27.59,161.92,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:55:309833,75.67,27.62,162,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:56:310208,75.79,27.63,162.06,0.47,0.85,0.22,0.99589156,0.99277144
4:10:6:56:310303,75.77,27.64,162.02,0.46,0.85,0.22,0.99121138,0.99277144
4:10:6:56:310415,75.78,27.64,162.01,0.46,0.86,0.22,0.99979998,0.995634307
4:10:6:56:310511,75.77,27.65,161.99,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:56:310607,75.78,27.64,161.97,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:56:310702,75.78,27.64,161.97,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:56:310799,75.75,27.63,161.9,0.46,0.86,0.22,0.99979998,0.994074247
4:10:6:57:311217,75.77,27.62,161.82,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:57:311297,75.8,27.64,161.86,0.46,0.85,0.22,0.99121138,0.994074247
4:10:6:57:311393,75.85,27.64,161.93,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:57:311521,75.86,27.64,161.93,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:57:311602,75.84,27.63,161.89,0.46,0.85,0.22,0.99121138,0.99121138
4:10:6:57:311697,75.89,27.64,161.96,0.46,0.85,0.22,0.99121138,0.99121138
